Country,Sector,Type,Year,Pollution
Greece,Fuel combustion in transport,Methane (CO2 equivalent),1996,16552.11
Spain,Fuel combustion in transport,Methane (CO2 equivalent),1996,73502.07
European Union - 27 countries (from 2020),Fuel combustion in transport,Methane (CO2 equivalent),1996,731377.49
European Union - 28 countries (2013-2020),Fuel combustion in transport,Methane (CO2 equivalent),1996,857292.33
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Fuel combustion in transport,Methane (CO2 equivalent),1996,858714.49
Finland,Fuel combustion in transport,Methane (CO2 equivalent),1996,11107.7
France,Fuel combustion in transport,Methane (CO2 equivalent),1996,131583.93
Croatia,Fuel combustion in transport,Methane (CO2 equivalent),1996,3620.22
Hungary,Fuel combustion in transport,Methane (CO2 equivalent),1996,7345.58
Ireland,Fuel combustion in transport,Methane (CO2 equivalent),1996,7027.54
Iceland,Fuel combustion in transport,Methane (CO2 equivalent),1996,595.25
Italy,Fuel combustion in transport,Methane (CO2 equivalent),1996,112947.91
Lithuania,Fuel combustion in transport,Methane (CO2 equivalent),1996,3408.59
Luxembourg,Fuel combustion in transport,Methane (CO2 equivalent),1996,3433.69
Latvia,Fuel combustion in transport,Methane (CO2 equivalent),1996,2013.42
Malta,Fuel combustion in transport,Methane (CO2 equivalent),1996,508.31
Netherlands,Fuel combustion in transport,Methane (CO2 equivalent),1996,31488.04
Norway,Fuel combustion in transport,Methane (CO2 equivalent),1996,11609.97
Poland,Fuel combustion in transport,Methane (CO2 equivalent),1996,26174.15
Portugal,Fuel combustion in transport,Methane (CO2 equivalent),1996,14667.46
Romania,Fuel combustion in transport,Methane (CO2 equivalent),1996,11620.24
Sweden,Fuel combustion in transport,Methane (CO2 equivalent),1996,19169.34
Slovenia,Fuel combustion in transport,Methane (CO2 equivalent),1996,4393.26
Slovakia,Fuel combustion in transport,Methane (CO2 equivalent),1996,5617.66
Turkey,Fuel combustion in transport,Methane (CO2 equivalent),1996,35277.22
United Kingdom,Fuel combustion in transport,Methane (CO2 equivalent),1996,125914.84
Austria,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,1043.41
Belgium,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,3017.76
Bulgaria,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,881.17
Switzerland,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,805.53
Cyprus,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,89.52
Czechia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,1993.86
Germany,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,8596.47
Denmark,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,2609.26
Estonia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,212.7
Greece,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,2609.29
Spain,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,9301.18
European Union - 27 countries (from 2020),"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,87336.38
European Union - 28 countries (2013-2020),"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,93531.79
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,94668.12
Finland,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,1708.71
France,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,11803.5
Croatia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,727.41
Hungary,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,1758.09
Ireland,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,867.19
Iceland,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,937.28
Italy,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,8781.97
Lithuania,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,423.74
Luxembourg,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,33.43
Latvia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,420.86
Malta,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,8.96
Netherlands,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,11320.31
Norway,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,1318.18
Poland,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,14306.65
Portugal,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,1146.89
Romania,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,1571.3
Sweden,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,1703.53
Slovenia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,233.09
Slovakia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,166.13
Turkey,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,7736.96
United Kingdom,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),1996,6195.4
Austria,Agriculture,Methane (CO2 equivalent),1996,68.48
Belgium,Agriculture,Methane (CO2 equivalent),1996,176.71
Bulgaria,Agriculture,Methane (CO2 equivalent),1996,17.45
Switzerland,Agriculture,Methane (CO2 equivalent),1996,41.98
Cyprus,Agriculture,Methane (CO2 equivalent),1996,1.38
Czechia,Agriculture,Methane (CO2 equivalent),1996,213.84
Germany,Agriculture,Methane (CO2 equivalent),1996,2256.65
Denmark,Agriculture,Methane (CO2 equivalent),1996,417.78
Estonia,Agriculture,Methane (CO2 equivalent),1996,4.24
Greece,Agriculture,Methane (CO2 equivalent),1996,46.02
Spain,Agriculture,Methane (CO2 equivalent),1996,485.3
European Union - 27 countries (from 2020),Agriculture,Methane (CO2 equivalent),1996,9862.26
European Union - 28 countries (2013-2020),Agriculture,Methane (CO2 equivalent),1996,11135.97
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Agriculture,Methane (CO2 equivalent),1996,11139.39
Finland,Agriculture,Methane (CO2 equivalent),1996,477.83
France,Agriculture,Methane (CO2 equivalent),1996,1916.08
Croatia,Agriculture,Methane (CO2 equivalent),1996,52.44
Hungary,Agriculture,Methane (CO2 equivalent),1996,105.13
Ireland,Agriculture,Methane (CO2 equivalent),1996,571.22
Iceland,Agriculture,Methane (CO2 equivalent),1996,0.41
Italy,Agriculture,Methane (CO2 equivalent),1996,488.81
Lithuania,Agriculture,Methane (CO2 equivalent),1996,26.68
Luxembourg,Agriculture,Methane (CO2 equivalent),1996,6.82
Latvia,Agriculture,Methane (CO2 equivalent),1996,1.49
Netherlands,Agriculture,Methane (CO2 equivalent),1996,113.52
Norway,Agriculture,Methane (CO2 equivalent),1996,180.46
Poland,Agriculture,Methane (CO2 equivalent),1996,1952.23
Portugal,Agriculture,Methane (CO2 equivalent),1996,59.2
Romania,Agriculture,Methane (CO2 equivalent),1996,97.73
Sweden,Agriculture,Methane (CO2 equivalent),1996,197.33
Slovenia,Agriculture,Methane (CO2 equivalent),1996,37.7
Slovakia,Agriculture,Methane (CO2 equivalent),1996,70.21
Turkey,Agriculture,Methane (CO2 equivalent),1996,534.13
United Kingdom,Agriculture,Methane (CO2 equivalent),1996,1273.71
Austria,Total,Methane (CO2 equivalent),1996,56480.03
Belgium,Total,Methane (CO2 equivalent),1996,126486.27
Bulgaria,Total,Methane (CO2 equivalent),1996,40067.52
Switzerland,Total,Methane (CO2 equivalent),1996,38777.8
Cyprus,Total,Methane (CO2 equivalent),1996,5983.01
Czechia,Total,Methane (CO2 equivalent),1996,127675.54
Germany,Total,Methane (CO2 equivalent),1996,928518.88
Denmark,Total,Methane (CO2 equivalent),1996,79667.45
Estonia,Total,Methane (CO2 equivalent),1996,15969.38
Greece,Total,Methane (CO2 equivalent),1996,86802.66
Spain,Total,Methane (CO2 equivalent),1996,219312.32
European Union - 27 countries (from 2020),Total,Methane (CO2 equivalent),1996,3391503.66
European Union - 28 countries (2013-2020),Total,Methane (CO2 equivalent),1996,3983482.41
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Methane (CO2 equivalent),1996,3994132.37
Finland,Total,Methane (CO2 equivalent),1996,40221.3
France,Total,Methane (CO2 equivalent),1996,373604.61
Croatia,Total,Methane (CO2 equivalent),1996,8683.56
Hungary,Total,Methane (CO2 equivalent),1996,60557.78
Ireland,Total,Methane (CO2 equivalent),1996,42075.65
Iceland,Total,Methane (CO2 equivalent),1996,8210.93
Italy,Total,Methane (CO2 equivalent),1996,417729.97
Lithuania,Total,Methane (CO2 equivalent),1996,16636.61
Luxembourg,Total,Methane (CO2 equivalent),1996,8549.74
Latvia,Total,Methane (CO2 equivalent),1996,6791.63
Malta,Total,Methane (CO2 equivalent),1996,2586.33
Netherlands,Total,Methane (CO2 equivalent),1996,187856.11
Norway,Total,Methane (CO2 equivalent),1996,25471.41
Poland,Total,Methane (CO2 equivalent),1996,338718.0
Portugal,Total,Methane (CO2 equivalent),1996,43278.74
Romania,Total,Methane (CO2 equivalent),1996,103313.92
Sweden,Total,Methane (CO2 equivalent),1996,23080.67
Slovenia,Total,Methane (CO2 equivalent),1996,10120.26
Slovakia,Total,Methane (CO2 equivalent),1996,34318.95
Turkey,Total,Methane (CO2 equivalent),1996,141668.73
United Kingdom,Total,Methane (CO2 equivalent),1996,591978.75
Austria,Fuel combustion in transport,Greenhouse gases,1996,17410.88
Belgium,Fuel combustion in transport,Greenhouse gases,1996,23384.25
Bulgaria,Fuel combustion in transport,Greenhouse gases,1996,4256.76
Switzerland,Fuel combustion in transport,Greenhouse gases,1996,14368.69
Cyprus,Fuel combustion in transport,Greenhouse gases,1996,1610.51
Czechia,Fuel combustion in transport,Greenhouse gases,1996,10659.69
Germany,Fuel combustion in transport,Greenhouse gases,1996,177804.72
Denmark,Fuel combustion in transport,Greenhouse gases,1996,12352.96
Estonia,Fuel combustion in transport,Greenhouse gases,1996,1640.08
Greece,Fuel combustion in transport,Greenhouse gases,1996,17029.69
Spain,Fuel combustion in transport,Greenhouse gases,1996,74786.87
European Union - 27 countries (from 2020),Fuel combustion in transport,Greenhouse gases,1996,746194.81
European Union - 28 countries (2013-2020),Fuel combustion in transport,Greenhouse gases,1996,874798.13
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Fuel combustion in transport,Greenhouse gases,1996,876250.99
Finland,Fuel combustion in transport,Greenhouse gases,1996,11342.81
France,Fuel combustion in transport,Greenhouse gases,1996,134195.43
Croatia,Fuel combustion in transport,Greenhouse gases,1996,3728.12
Hungary,Fuel combustion in transport,Greenhouse gases,1996,7501.85
Ireland,Fuel combustion in transport,Greenhouse gases,1996,7334.6
Iceland,Fuel combustion in transport,Greenhouse gases,1996,609.66
Italy,Fuel combustion in transport,Greenhouse gases,1996,116069.2
Lithuania,Fuel combustion in transport,Greenhouse gases,1996,3493.72
Luxembourg,Fuel combustion in transport,Greenhouse gases,1996,3470.99
Latvia,Fuel combustion in transport,Greenhouse gases,1996,2069.51
Malta,Fuel combustion in transport,Greenhouse gases,1996,517.02
Netherlands,Fuel combustion in transport,Greenhouse gases,1996,31892.5
Norway,Fuel combustion in transport,Greenhouse gases,1996,11786.51
Poland,Fuel combustion in transport,Greenhouse gases,1996,26833.69
Portugal,Fuel combustion in transport,Greenhouse gases,1996,15027.19
Romania,Fuel combustion in transport,Greenhouse gases,1996,11971.62
Sweden,Fuel combustion in transport,Greenhouse gases,1996,19514.12
Slovenia,Fuel combustion in transport,Greenhouse gases,1996,4571.65
Slovakia,Fuel combustion in transport,Greenhouse gases,1996,5724.39
Turkey,Fuel combustion in transport,Greenhouse gases,1996,36271.47
United Kingdom,Fuel combustion in transport,Greenhouse gases,1996,128603.32
Austria,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,1175.19
Belgium,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,3065.58
Bulgaria,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,977.27
Switzerland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,818.94
Cyprus,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,90.07
Czechia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,2037.27
Germany,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,8710.55
Denmark,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,2689.69
Estonia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,229.81
Greece,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,2892.82
Spain,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,9409.23
European Union - 27 countries (from 2020),"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,92500.18
European Union - 28 countries (2013-2020),"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,98778.43
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,99927.47
Finland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,1730.15
France,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,12783.54
Croatia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,801.79
Hungary,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,1799.72
Ireland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,946.7
Iceland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,946.98
Italy,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,9634.34
Lithuania,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,465.14
Luxembourg,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,36.16
Latvia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,451.8
Malta,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,9.01
Netherlands,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,11655.88
Norway,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,1331.31
Poland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,15800.64
Portugal,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,1200.29
Romania,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,1742.48
Sweden,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,1727.63
Slovenia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,259.18
Slovakia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,178.21
Turkey,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,8660.39
United Kingdom,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,1996,6278.25
Austria,Refrigeration and air conditioning,Greenhouse gases,1996,69.7
Belgium,Refrigeration and air conditioning,Greenhouse gases,1996,187.8
Bulgaria,Refrigeration and air conditioning,Greenhouse gases,1996,5.84
Switzerland,Refrigeration and air conditioning,Greenhouse gases,1996,192.42
Cyprus,Refrigeration and air conditioning,Greenhouse gases,1996,41.18
Czechia,Refrigeration and air conditioning,Greenhouse gases,1996,44.87
Germany,Refrigeration and air conditioning,Greenhouse gases,1996,1260.26
Denmark,Refrigeration and air conditioning,Greenhouse gases,1996,116.74
Estonia,Refrigeration and air conditioning,Greenhouse gases,1996,14.94
Greece,Refrigeration and air conditioning,Greenhouse gases,1996,81.17
Spain,Refrigeration and air conditioning,Greenhouse gases,1996,455.98
European Union - 27 countries (from 2020),Refrigeration and air conditioning,Greenhouse gases,1996,4540.63
European Union - 28 countries (2013-2020),Refrigeration and air conditioning,Greenhouse gases,1996,4936.16
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Refrigeration and air conditioning,Greenhouse gases,1996,4951.0
Finland,Refrigeration and air conditioning,Greenhouse gases,1996,218.58
France,Refrigeration and air conditioning,Greenhouse gases,1996,774.2
Croatia,Refrigeration and air conditioning,Greenhouse gases,1996,50.39
Hungary,Refrigeration and air conditioning,Greenhouse gases,1996,29.54
Ireland,Refrigeration and air conditioning,Greenhouse gases,1996,18.66
Iceland,Refrigeration and air conditioning,Greenhouse gases,1996,9.93
Italy,Refrigeration and air conditioning,Greenhouse gases,1996,536.24
Lithuania,Refrigeration and air conditioning,Greenhouse gases,1996,6.62
Luxembourg,Refrigeration and air conditioning,Greenhouse gases,1996,4.9
Latvia,Refrigeration and air conditioning,Greenhouse gases,1996,28.77
Malta,Refrigeration and air conditioning,Greenhouse gases,1996,0.0
Netherlands,Refrigeration and air conditioning,Greenhouse gases,1996,105.34
Norway,Refrigeration and air conditioning,Greenhouse gases,1996,125.55
Poland,Refrigeration and air conditioning,Greenhouse gases,1996,191.0
